timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685811330909,804,Random-data-API,200,OK,Thread Group 1-187,text,true,,1587,134,9,9,https://random-data-api.com/api/v2/users,804,0,529
1685811331011,824,Random-data-API,200,OK,Thread Group 1-188,text,true,,1581,134,9,9,https://random-data-api.com/api/v2/users,823,0,538
1685811331130,782,Random-data-API,200,OK,Thread Group 1-189,text,true,,1544,134,9,9,https://random-data-api.com/api/v2/users,781,0,508
1685811331220,776,Random-data-API,200,OK,Thread Group 1-190,text,true,,1537,134,9,9,https://random-data-api.com/api/v2/users,775,0,518
1685811331328,810,Random-data-API,200,OK,Thread Group 1-191,text,true,,1574,134,9,9,https://random-data-api.com/api/v2/users,810,0,525
1685811331433,864,Random-data-API,200,OK,Thread Group 1-192,text,true,,1570,134,11,11,https://random-data-api.com/api/v2/users,864,0,515
1685811331749,825,Random-data-API,200,OK,Thread Group 1-195,text,true,,1568,134,11,11,https://random-data-api.com/api/v2/users,825,0,559
1685811331538,1036,Random-data-API,200,OK,Thread Group 1-193,text,true,,1554,134,11,11,https://random-data-api.com/api/v2/users,1036,0,766
1685811331646,942,Random-data-API,200,OK,Thread Group 1-194,text,true,,1560,134,9,9,https://random-data-api.com/api/v2/users,941,0,674
1685811331857,968,Random-data-API,200,OK,Thread Group 1-196,text,true,,1562,134,11,11,https://random-data-api.com/api/v2/users,967,0,707
1685811330695,2329,Random-data-API,200,OK,Thread Group 1-185,text,true,,1542,134,12,12,https://random-data-api.com/api/v2/users,2329,0,2068
